ID,Verified,Item Description,Item Type,Status,Alphabetical Sort,AutoFillVerified,AutoFillVerified1,Created,Created By,ItemDescriptionHTMLEncoded,Location,Modified,Modified By,Relationship,Title,Verification Source,Verified Alternates,VerifiedAlternatesHTMLEncoded,VerifiedHTMLEncoded,Encoded Absolute URL,Item Type1,Path,URL Path,Workflow Instance ID,Comments,File Type
80233,Aboriginal Parents As Literacy Supporters (PALS; APALS),,7;#Organizations,,AboriginalParents As Literacy Supporters (PALS; APALS),,,10/1/2015,"Hall, Mary Beth",<div></div>,,10/1/2015,"Hall, Mary Beth",,Aboriginal Parents As Literacy Supporters (PALS; APALS),http://decoda.ca/pro-dev-ctas/pals/,,<div></div>,<div>Aboriginal Parents As Literacy Supporters (PALS; APALS)</div>,,0,sites/hansard/Lists/NamesTerms,sites/hansard/Lists/NamesTerms/80233_.000;#80233,,,
80270,Abby dads program,"offers programs, activities and support for Abbotsford dads",5;#Programs ? Initiatives,,Abby dads program,,,10/1/2015,"Belsten, Liz","<div>offers programs, activities and support for Abbotsford dads</div>",,10/1/2015,"Belsten, Liz",,Abby dads program,http://www.abbydads.ca/,,<div></div>,<div>Abby dads program </div>,,0,sites/hansard/Lists/NamesTerms,sites/hansard/Lists/NamesTerms/80270_.000;#80270,,,
80272,A.L. Sims and Son Ltd.,,7;#Organizations,,A.L. Sims and Son Ltd.,,,10/1/2015,"Belsten, Liz",<div>&nbsp;</div>,,10/1/2015,"Belsten, Liz",,A.L. Sims and Son Ltd.,http://www.alsims.ca/,,<div></div>,<div>A.L. Sims and Son Ltd.</div>,,0,sites/hansard/Lists/NamesTerms,sites/hansard/Lists/NamesTerms/80272_.000;#80272,,,
80297,ABC Family,"U.S. cable channel
",7;#Organizations,,ABCFamily,,,10/1/2015,"Mattison, David",<div>U.S. cable channel<br /></div>,,10/8/2015,"Mattison, David",,ABC Family,http://abcfamily.go.com/,,<div></div>,<div>ABC Family</div>,,0,sites/hansard/Lists/NamesTerms,sites/hansard/Lists/NamesTerms/80297_.000;#80297,,,
80299,ACA,acronym for the faculty of academic and career advancement at Kwantlen Polytechnic University,32;#Organizations:Post-secondary organizations,,ACA,,,10/1/2015,"Hall, Mary Beth",<div>acronym for the faculty of academic and career advancement at Kwantlen Polytechnic University</div>,,6/20/2018,LASS\MBeninger,,ACA,http://www.kpu.ca/aca,,<div></div>,<div>ACA </div>,,0,sites/hansard/Lists/NamesTerms,sites/hansard/Lists/NamesTerms/80299_.000;#80299,,,
80346,Abbotsford Breast Health Centre,at Abbotsford Regional Hospital,51;#Organizations:Health sector organizations,,AbbotsfordBreast Health Centre,,,10/5/2015,"Mattison, David",<div>at Abbotsford Regional Hospital</div>,,10/5/2015,"Mattison, David",,Abbotsford Breast Health Centre,http://www.abbynews.com/news/330486811.html,,<div></div>,<div>Abbotsford Breast Health Centre</div>,,0,sites/hansard/Lists/NamesTerms,sites/hansard/Lists/NamesTerms/80346_.000;#80346,,,
80424,Accelerate Tectoria,"venture acceleration group, Victoria",7;#Organizations,,Accelerate Tectoria,,,10/6/2015,LASS\MBeninger,"<div>venture acceleration group, Victoria</div>",,10/6/2015,LASS\MBeninger,,Accelerate Tectoria,http://acceleratetectoria.com/booster-program/,,<div></div>,<div>Accelerate Tectoria </div>,,0,sites/hansard/Lists/NamesTerms,sites/hansard/Lists/NamesTerms/80424_.000;#80424,,,
80428,Accelerate Okanagan Technology Association,,7;#Organizations,,Accelerate Okanagan Technology Association,,,10/6/2015,LASS\MBeninger,<div></div>,,10/6/2015,LASS\MBeninger,,Accelerate Okanagan Technology Association,https://www.accelerateokanagan.com/about/,,<div></div>,<div>Accelerate Okanagan Technology Association</div>,,0,sites/hansard/Lists/NamesTerms,sites/hansard/Lists/NamesTerms/80428_.000;#80428,,,
80521,"Aboriginal Affairs and Northern Development Canada (AANDC) income assistance program
",one of five social development programs administered by AANDC,5;#Programs ? Initiatives,,AboriginalAffairs and Northern Development Canada (AANDC) income assistance program,,,10/6/2015,"Hall, Mary Beth",<div>one of five social development programs administered by AANDC</div>,,10/6/2015,"Hall, Mary Beth",,Aboriginal Affairs and Northern Development Canada (AANDC) income assistance program,https://www.aadnc-aandc.gc.ca/eng/1334589796211/1334589859785,,<div></div>,Aboriginal Affairs and Northern Development Canada (AANDC) income assistance program  <div></div>,,0,sites/hansard/Lists/NamesTerms,sites/hansard/Lists/NamesTerms/80521_.000;#80521,,,
80559,"accelerated facility development commissions (AFDCs)
",paid by the British Columbia Lottery Corp. to help casino operators recover capital costs,5;#Programs ? Initiatives,,acceleratedfacility development commissions (AFDCs),,,10/7/2015,"Mattison, David",<div>paid by the British Columbia Lottery Corp. to help casino operators recover capital costs</div>,,4/25/2018,"Mattison, David",,accelerated facility development commissions (AFDCs),http://globalnews.ca/news/105988/b-c-lotteries-pays-400-million-to-casinos/,,<div></div>,<div>accelerated facility development commissions (AFDCs)<br /></div>,,0,sites/hansard/Lists/NamesTerms,sites/hansard/Lists/NamesTerms/80559_.000;#80559,,,
80759,A.C.E. Courier Services,B.C. company,7;#Organizations,,A.C.E. Courier Services,,,10/14/2015,"Belsten, Liz",<div>B.C.&nbsp;company</div>,,11/24/2015,LASS\DKerr,,A.C.E. Courier Services,http://www.acecourier.bc.ca/,,<div></div>,<div>A.C.E. Courier Services </div>,,0,sites/hansard/Lists/NamesTerms,sites/hansard/Lists/NamesTerms/80759_.000;#80759,,,
80773,"ACCESS Canada
",research network to help young people access mental health services,7;#Organizations,,ACCESSCanada,,,10/16/2015,"Hall, Mary Beth",<div>research network to help young people access mental health services</div>,,10/16/2015,"Hall, Mary Beth",,ACCESS Canada,http://news.gc.ca/web/article-en.do?nid=856669,,<div></div>,ACCESS Canada  <div></div>,,0,sites/hansard/Lists/NamesTerms,sites/hansard/Lists/NamesTerms/80773_.000;#80773,,,
80778,AbitibiBowater,"pulp and paper company, Newfoundland",7;#Organizations,,AbitibiBowater,,,10/19/2015,LASS\MBeninger,"<div>pulp and paper company, Newfoundland</div>",,10/19/2015,LASS\MBeninger,,AbitibiBowater,"http://canadians.org/media/trade/2011/08-Mar-11.html
",,<div></div>,<div>AbitibiBowater</div>,,0,sites/hansard/Lists/NamesTerms,sites/hansard/Lists/NamesTerms/80778_.000;#80778,,,
81045,Aberdeen Palliative Care Society,in Nova Scotia,7;#Organizations,,AberdeenPalliative Care Society,,,10/26/2015,LASS\MBeninger,<div>in Nova Scotia</div>,,2/13/2018,"Mattison, David",,Aberdeen Palliative Care Society,"http://www.chpca.net/family-caregivers/directory-of-services/aberdeen-palliative-care-society.aspx
",,<div></div>,<div>Aberdeen Palliative Care Society</div>,,0,sites/hansard/Lists/NamesTerms,sites/hansard/Lists/NamesTerms/81045_.000;#81045,,,
81375,Access Denied: Record Retention and Disposal Practices of the Government of British Columbia,"by the B.C. Information and Privacy Commissioner, Oct. 2015",2;#Works:Reports ? studies,,Access Denied: Record Retention and Disposal Practices of the Government of British Columbia,,,10/30/2015,LASS\MBeninger,"<div>by the B.C. Information and Privacy Commissioner, Oct. 2015</div>",,11/18/2015,"Belsten, Liz",,Access Denied: Record Retention and Disposal Practices of the Government of British Columbia,http://cc.bingj.com/cache.aspx?q=access+denied+record+retention&d=4658022381652978&mkt=en-CA&setlang=en-CA&w=8BZRCS1bHLJGOUqavT2-MGtuNRlENzDf,a.k.a. F15-03,<div>a.k.a. F15-03</div>,<div><em>Access Denied: Record Retention and Disposal Practices of the Government of British Columbia </em></div>,,0,sites/hansard/Lists/NamesTerms,sites/hansard/Lists/NamesTerms/81375_.000;#81375,,,
81978,access and privacy office,through UBC,32;#Organizations:Post-secondary organizations,,access and privacy office,,,11/12/2015,LASS\MBeninger,<div>through UBC</div>,,11/12/2015,LASS\MBeninger,,access and privacy office,"http://www.cio.ubc.ca/blog/privacy-and-information-technology
",,<div></div>,<div>access and privacy office </div>,,0,sites/hansard/Lists/NamesTerms,sites/hansard/Lists/NamesTerms/81978_.000;#81978,,,
82013,Aboriginal skills-training development program/fund,,5;#Programs ? Initiatives,,Aboriginal skills-training development program/fund,,,11/16/2015,LASS\MBeninger,<div></div>,,9/12/2017,LASS\MBeninger,,Aboriginal skills-training development program/fund,"https://news.gov.bc.ca/stories/getting-job-ready-12-million-for-aboriginal-skills-training

https://news.gov.bc.ca/releases/2015ARR0043-001739
",,<div></div>,<div>Aboriginal skills-training development program/fund</div>,,0,sites/hansard/Lists/NamesTerms,sites/hansard/Lists/NamesTerms/82013_.000;#82013,,,
82251,"Aboriginal Worldviews and Perspectives in the Classroom: Moving Forward 
","B.C. education curriculum resource
",2;#Works:Reports ? studies,,Aboriginal Worldviews and Perspectives in the Classroom: Moving Forward,,,2/3/2016,LASS\MBeninger,B.C. education curriculum resource <div></div>,,2/3/2016,LASS\MBeninger,,Aboriginal Worldviews and Perspectives in the Classroom: Moving Forward,http://www.bced.gov.bc.ca/abed/awp_moving_forward.pdf,,<div></div>,<em>Aboriginal Worldviews and Perspectives in the Classroom: Moving Forward </em> <div></div>,,0,sites/hansard/Lists/NamesTerms,sites/hansard/Lists/NamesTerms/82251_.000;#82251,,,
82267,"Accountability Report, 2014-15 
",through Legislative Assembly of British Columbia; December 2015,2;#Works:Reports ? studies,Revised,"AccountabilityReport, 2014-15",,,2/9/2016,"Hall, Mary Beth",<div>through Legislative Assembly of British Columbia; December 2015</div>,,12/1/2016,"Mattison, David",,"Accountability Report, 2014-15",https://www.leg.bc.ca/content/CommitteeDocuments/40th-parliament/4th-session/lamc/reports/PDF/Rpt-LAMC-40-AccountabilityReport-2014-2015-07DEC2015.pdf,,<div></div>,"<em>Accountability Report, 2014-15 </em> <div></div>",,0,sites/hansard/Lists/NamesTerms,sites/hansard/Lists/NamesTerms/82267_.000;#82267,,,
82351,access management area and wildlife management unit 4-8,"in region 4, Kootenay
",42;#Places:Regions and areas of B.C.,,access management area and wildlife management unit 4-8,,,2/11/2016,LASS\MBeninger,"in region 4, Kootenay <div></div>",,2/11/2016,LASS\MBeninger,,access management area and wildlife management unit 4-8,"http://www.env.gov.bc.ca/fw/fish/regulations/docs/1517/fishing_synopsis_2015-17_region4.pdf
",,<div></div>,<div>access management area and wildlife management unit 4-8 </div>,,0,sites/hansard/Lists/NamesTerms,sites/hansard/Lists/NamesTerms/82351_.000;#82351,,,
82947,AAL,shipping company headquartered in Singapore,7;#Organizations,,AAL,,,2/23/2016,"Belsten, Liz",<div>shipping company headquartered in Singapore</div>,,2/23/2016,"Belsten, Liz",,AAL,http://aalshipping.com/about/,,<div></div>,<div>AAL</div>,,0,sites/hansard/Lists/NamesTerms,sites/hansard/Lists/NamesTerms/82947_.000;#82947,,,
83020,Access to Civil and Family Justice: A Roadmap for Change,"Action Committee on Access to Justice in Civil and Family Matters,  October 2013
",2;#Works:Reports ? studies,,Accessto Civil and Family Justice: A Roadmap for Change,,,2/23/2016,"Mattison, David","<div>Action Committee on Access to Justice in Civil and Family Matters,&nbsp; October 2013</div> <div>&nbsp;</div>",,2/23/2016,"Mattison, David",,Access to Civil and Family Justice: A Roadmap for Change,http://flsc.ca/wp-content/uploads/2014/10/ACCESSActionCommFinalReport2013.pdf,,<div></div>,<div><em>Access to Civil and Family Justice: A Roadmap for Change</em></div>,,0,sites/hansard/Lists/NamesTerms,sites/hansard/Lists/NamesTerms/83020_.000;#83020,,,
83024,access to justice committee,"with Canadian Bar Association, British Columbia branch (CBABC)
",7;#Organizations,,accessto justice committee,,,2/23/2016,"Mattison, David","<div>with Canadian Bar Association, British Columbia branch (CBABC)</div> <div>&nbsp;</div>",,2/23/2016,"Mattison, David",,access to justice committee,http://www.cbabc.org/Sections-and-Community/Committees/Access-to-Justice-Committee,,<div></div>,<div>access to justice committee</div>,,0,sites/hansard/Lists/NamesTerms,sites/hansard/Lists/NamesTerms/83024_.000;#83024,,,
83040,Acetech,not-for-profit organization by CEOs for CEOs of operating companies innovating with technology who want to improve their performance,7;#Organizations,,Acetech,,,2/24/2016,"Mattison, David",<div>not-for-profit organization by CEOs for CEOs of operating companies innovating with technology who want to improve their performance</div>,,2/24/2016,"Mattison, David",,Acetech,http://acetech.org/,,<div></div>,<div>Acetech</div>,,0,sites/hansard/Lists/NamesTerms,sites/hansard/Lists/NamesTerms/83040_.000;#83040,,,
83513,Accessibility 2024: Making B.C. the Most Progressive Province in Canada for People with Disabilities by 2024,10-year action plan to reduce barriers and increase accessibility,2;#Works:Reports ? studies,,Accessibility2024: Making B.C. the Most Progressive Province in Canada for People with Disabilities by 2024,,,3/3/2016,"Hall, Mary Beth",<div>10-year action plan to reduce barriers and increase accessibility</div>,,2/20/2018,"Mattison, David",,Accessibility 2024: Making B.C. the Most Progressive Province in Canada for People with Disabilities by 2024,http://www2.gov.bc.ca/assets/gov/government/about-the-bc-government/accessible-bc/accessibility-2024/docs/accessibility2024_update_web.pdf,,<div></div>,<div><em>Accessibility 2024: Making B.C. the Most Progressive Province in Canada for People with Disabilities by 2024</em></div>,,0,sites/hansard/Lists/NamesTerms,sites/hansard/Lists/NamesTerms/83513_.000;#83513,,,
83595,ABB,"leading global technology company in power and automation that enables utility, industry, and transport and infrastructure customers to improve their performance while lowering environmental impact",7;#Organizations,,ABB,,,3/7/2016,"Belsten, Liz","<div>leading global technology company in power and automation that enables utility, industry, and transport and infrastructure customers to improve their performance while lowering environmental impact</div>",,3/7/2016,"Belsten, Liz",,ABB,http://new.abb.com/about/abb-in-brief,,<div></div>,<div>ABB </div>,,0,sites/hansard/Lists/NamesTerms,sites/hansard/Lists/NamesTerms/83595_.000;#83595,,,
83866,Aboriginal business development fund,providing funding for entrepreneurs,5;#Programs ? Initiatives,,Aboriginal business development fund,,,3/10/2016,"Mattison, David",<div>providing funding for entrepreneurs</div>,,9/12/2017,LASS\MBeninger,,Aboriginal business development fund,https://www.bdc.ca/en/i_am/aboriginal_entrepreneur/pages/aboriginal_fund.aspx,,<div></div>,<div>Aboriginal business development fund</div>,,0,sites/hansard/Lists/NamesTerms,sites/hansard/Lists/NamesTerms/83866_.000;#83866,,,
83867,Aboriginal business advisory centres,"in Cranbrook, Fort St John and Prince George",28;#Organizations:First Nations organizations,,Aboriginal business advisory centres,,,3/10/2016,"Mattison, David","<div>in Cranbrook, Fort St John and Prince George </div>",,9/12/2017,LASS\MBeninger,,Aboriginal business advisory centres,http://www2.gov.bc.ca/gov/content/governments/aboriginal-people/economic-development/business-advisory-centres,,<div></div>,<div>Aboriginal business advisory centres</div>,,0,sites/hansard/Lists/NamesTerms,sites/hansard/Lists/NamesTerms/83867_.000;#83867,,,
83871,Abbotsford school district,school district 34 [2016],29;#Organizations:K-12 organizations,,Abbotsfordschool district,,,3/10/2016,"Hall, Mary Beth",<div>school district 34 [2016]</div>,,3/10/2016,"Hall, Mary Beth",,Abbotsford school district,http://www.sd34.bc.ca/,,<div></div>,<div>Abbotsford school district </div>,,0,sites/hansard/Lists/NamesTerms,sites/hansard/Lists/NamesTerms/83871_.000;#83871,,,
83881,Abortion Caravan,with Vancouver Women's Caucus,13;#Events ? Awards,,Abortion Caravan,,,3/10/2016,"Belsten, Liz",<div>with Vancouver Women's Caucus</div>,,3/10/2016,"Belsten, Liz",,Abortion Caravan,https://en.wikipedia.org/wiki/Abortion_Caravan,,<div></div>,<div>Abortion Caravan </div>,,0,sites/hansard/Lists/NamesTerms,sites/hansard/Lists/NamesTerms/83881_.000;#83881,,,
83899,Aboriginal Affairs Working Group (AAWG),,7;#Organizations,,Aboriginal Affairs Working Group (AAWG),,,3/10/2016,"Belsten, Liz",<div></div>,,3/10/2016,"Belsten, Liz",,Aboriginal Affairs Working Group (AAWG),http://www.scics.gc.ca/english/conferences.asp?a=viewdocument&id=2270,,<div></div>,<div>Aboriginal Affairs Working Group (AAWG)</div>,,0,sites/hansard/Lists/NamesTerms,sites/hansard/Lists/NamesTerms/83899_.000;#83899,,,
83911,Aboriginal Entrepreneurship Award,award through the Prince Rupert and District Chamber of Commerce Business Excellence Awards,13;#Events ? Awards,,Aboriginal Entrepreneurship Award,,,3/11/2016,LASS\MBeninger,<div>award through the Prince Rupert and District Chamber of Commerce Business Excellence Awards</div>,,3/11/2016,LASS\MBeninger,,Aboriginal Entrepreneurship Award,"http://princerupertchamber.ca/index.php/programs/business-excellence-awards/      
",,<div></div>,<div>Aboriginal Entrepreneurship Award </div>,,0,sites/hansard/Lists/NamesTerms,sites/hansard/Lists/NamesTerms/83911_.000;#83911,,,
84230,Access Oceanside Association,"health organization in Parksville
",7;#Organizations,,Access Oceanside Association,,,3/18/2016,LASS\MBeninger,health organization in Parksville <div></div>,,3/18/2016,LASS\MBeninger,,Access Oceanside Association,http://www.accessoceanside.com/,,<div></div>,<div>Access Oceanside Association </div>,,0,sites/hansard/Lists/NamesTerms,sites/hansard/Lists/NamesTerms/84230_.000;#84230,,,
84379,Aboriginal Tourism Association of British Columbia (AtBC),"non-profit committed to growing and promoting a sustainable, culturally rich Aboriginal tourism industry
",7;#Organizations,,AboriginalTourism Association of British Columbia (AtBC),,,4/4/2016,"Hall, Mary Beth","<div>non-profit committed to growing and promoting a sustainable, culturally rich Aboriginal tourism industry</div> <div>&nbsp;</div>",,9/12/2017,LASS\MBeninger,,Aboriginal Tourism Association of British Columbia (AtBC),https://www.aboriginalbc.com/,,<div></div>,<div>Aboriginal Tourism Association of British Columbia (AtBC) </div>,,0,sites/hansard/Lists/NamesTerms,sites/hansard/Lists/NamesTerms/84379_.000;#84379,,,
84384,"""Ac-Cent-Tchu-Ate the Positive""","popular song which was nominated for ""Best Song"" in 1945 after being used in the film ""Here Come the Waves""
",15;#Works:Creative works,,Ac-Cent-Tchu-Ate the Positive,,,4/4/2016,"Hall, Mary Beth",<div>popular song which was nominated for &quot;Best Song&quot; in 1945 after being used in the film &quot;Here Come the Waves&quot;<br /></div>,,4/5/2016,LASS\DKerr,,"""Ac-Cent-Tchu-Ate the Positive""","https://en.wikipedia.org/wiki/Ac-Cent-Tchu-Ate_the_Positive
",,,&quot;Ac-Cent-Tchu-Ate the Positive&quot;,,0,sites/hansard/Lists/NamesTerms,sites/hansard/Lists/NamesTerms/84384_.000;#84384,,,
84511,"Abercrombie, Kumi","B.C. coordinator, Canadian Foundation for Economic Education
",1;#People,,"Abercrombie, Kumi",,,4/6/2016,LASS\MBeninger,"B.C. coordinator, Canadian Foundation for Economic Education <div></div>",,4/6/2016,LASS\MBeninger,,"Abercrombie, Kumi",http://www.pwpac.ca/2016/03/30/talk-with-your-kids-about-money-day/,,<div></div>,"<div>Abercrombie, Kumi </div>",,0,sites/hansard/Lists/NamesTerms,sites/hansard/Lists/NamesTerms/84511_.000;#84511,,,
84785,absentee voting,voting outside your electoral area,16;#Technical ? Scientific Terms,,absentee voting,,,4/13/2016,"Belsten, Liz",<div>voting outside your electoral area</div>,,4/13/2016,"Belsten, Liz",,absentee voting,http://www.elections.bc.ca/index.php/voting/#opportunities,,<div></div>,<div>absentee voting </div>,,0,sites/hansard/Lists/NamesTerms,sites/hansard/Lists/NamesTerms/84785_.000;#84785,,,
84956,Aboriginal contracting and procurement policy,policy through B.C. Hydro,5;#Programs ? Initiatives,,Aboriginalcontracting and procurement policy,,,4/25/2016,"Mattison, David",<div>policy through B.C. Hydro</div>,,9/12/2017,LASS\MBeninger,,Aboriginal contracting and procurement policy,https://www.bchydro.com/content/dam/hydro/medialib/internet/documents/community/aboriginal/aboriginal_contract_policy.pdf,,<div></div>,<div>Aboriginal contracting and procurement policy</div>,,0,sites/hansard/Lists/NamesTerms,sites/hansard/Lists/NamesTerms/84956_.000;#84956,,,
84957,Aboriginal Contracting and Procurement Policy at B.C. Hydro,"document through B.C. Hydro
",48;#Works,,AboriginalContracting and Procurement Policy at B.C. Hydro,,,4/25/2016,"Mattison, David",<div>document through B.C. Hydro<br /></div>,,4/25/2016,"Mattison, David",,Aboriginal Contracting and Procurement Policy at B.C. Hydro,https://www.bchydro.com/content/dam/hydro/medialib/internet/documents/community/aboriginal/aboriginal_contract_policy.pdf,,<div></div>,<div><em>Aboriginal Contracting and Procurement Policy at B.C. Hydro </em></div>,,0,sites/hansard/Lists/NamesTerms,sites/hansard/Lists/NamesTerms/84957_.000;#84957,,,
85362,Abbotsford Christian School,in Abbotsford,29;#Organizations:K-12 organizations,,AbbotsfordChristian School,,,5/2/2016,"Mattison, David",<div>in Abbotsford</div>,,12/12/2017,"Mattison, David",,Abbotsford Christian School,http://www.abbotsfordchristian.com/,"
",<div><br />&nbsp;</div>,<div>Abbotsford Christian School</div>,,0,sites/hansard/Lists/NamesTerms,sites/hansard/Lists/NamesTerms/85362_.000;#85362,,,
85506,Aboriginal patient navigators,program to help Aboriginal people access health services at Vancouver Coastal Health,5;#Programs ? Initiatives,,Aboriginal patient navigators,,,5/9/2016,"Belsten, Liz",<div>program to help Aboriginal people access health services at Vancouver Coastal Health</div>,,9/12/2017,LASS\MBeninger,,Aboriginal patient navigators,"http://www.vch.ca/your-stay/cultural-&-translation-services/aboriginal-patient-navigators/

http://www.vch.ca/locations-and-services/find-health-services/?program_id=10911
",asf APN,<div>asf APN</div>,<div>Aboriginal patient navigators </div>,,0,sites/hansard/Lists/NamesTerms,sites/hansard/Lists/NamesTerms/85506_.000;#85506,,,
85931,Aboriginal Housing in British Columbia: Needs and Capacity Assessment,"Prepared by Catherine Palmer and Associates Inc. for B.C. Office Of Housing and Construction Standards, Mar. 2007",2;#Works:Reports ? studies,,Aboriginal Housing in British Columbia: Needs and Capacity Assessment,,,5/12/2016,"Belsten, Liz","<div>Prepared by Catherine Palmer and Associates Inc. for B.C. Office Of Housing and Construction Standards, Mar. 2007</div>",,5/12/2016,"Belsten, Liz",,Aboriginal Housing in British Columbia: Needs and Capacity Assessment,http://www.housing.gov.bc.ca/pub/AbHousingNov2007.pdf,,<div></div>,<div><em>Aboriginal Housing in British Columbia: Needs and Capacity Assessment </em></div>,,0,sites/hansard/Lists/NamesTerms,sites/hansard/Lists/NamesTerms/85931_.000;#85931,,,
86115,Access to Adult Tertiary Mental Health and Substance Use Services,"Office of the Auditor General of British Columbia, May 2016",2;#Works:Reports ? studies,,Access to Adult Tertiary Mental Health and Substance Use Services,,,5/17/2016,"Belsten, Liz","<div>Office of the Auditor General of British Columbia, May 2016 </div>",,5/17/2016,"Belsten, Liz",,Access to Adult Tertiary Mental Health and Substance Use Services,http://www.bcauditor.com/pubs/2016/access-adult-tertiary-mental-health-and-substance-use-services-0,,<div></div>,<div><em>Access to Adult Tertiary Mental Health and Substance Use Services </em></div>,,0,sites/hansard/Lists/NamesTerms,sites/hansard/Lists/NamesTerms/86115_.000;#86115,,,
86444,a-b-See campaign,,5;#Programs ? Initiatives,,ab-See campaign,,,7/18/2016,"Mattison, David",<div></div>,,7/18/2016,"Mattison, David",,a-b-See campaign,http://bc.doctorsofoptometry.ca/patients/a-b-see-campaign/,"children’s vision program for preschoolers
",<div>children’s vision program for preschoolers<br /></div>,<div>a-b-See campaign</div>,,0,sites/hansard/Lists/NamesTerms,sites/hansard/Lists/NamesTerms/86444_.000;#86444,,,
86524,aboriginal MD admissions,through Selkirk College,32;#Organizations:Post-secondary organizations,,aboriginalMD admissions,,,7/20/2016,"Hall, Mary Beth",<div>through Selkirk College</div>,,7/20/2016,"Hall, Mary Beth",,aboriginal MD admissions,http://selkirk.ca/event/aboriginal-md-admissions,"


",<div><br /><br />&nbsp;</div>,aboriginal MD admissions,,0,sites/hansard/Lists/NamesTerms,sites/hansard/Lists/NamesTerms/86524_.000;#86524,,,
87028,AbbVie Corp.,pharmaceutical company founded 2013,7;#Organizations,,AbbVieCorp.,,,8/8/2016,"Mattison, David",<div>pharmaceutical company founded 2013</div>,,8/8/2016,"Mattison, David",,AbbVie Corp.,http://www.abbvie.ca/en/about-us/home.html?trackingSelection=Yes,,<div></div>,<div>AbbVie Corp.</div>,,0,sites/hansard/Lists/NamesTerms,sites/hansard/Lists/NamesTerms/87028_.000;#87028,,,
87050,ABLE care pod,proposed by the Digniti Home-Hospital Project; ABLE means assistive biomechanical living environment,16;#Technical ? Scientific Terms,,ABLE care pod,,,9/8/2016,LASS\MBeninger,<div>proposed by the Digniti Home-Hospital Project; ABLE means assistive biomechanical living environment</div>,,9/8/2016,LASS\MBeninger,,ABLE care pod,https://www.leg.bc.ca/content/CommitteeDocuments/40th-parliament/5th-session/health/Submissions/20160706-DignitiHomeHospitalProject.pdf,,<div></div>,<div>ABLE care pod </div>,,0,sites/hansard/Lists/NamesTerms,sites/hansard/Lists/NamesTerms/87050_.000;#87050,,,
87207,Aboriginal services,department at Okanagan College,7;#Organizations,,Aboriginalservices,,,9/21/2016,"Mattison, David",<div>department at Okanagan College</div>,,9/12/2017,LASS\MBeninger,,Aboriginal services,http://www.okanagan.bc.ca/Student_Services/students/aboriginal.html,,<div></div>,<div>Aboriginal services</div>,,0,sites/hansard/Lists/NamesTerms,sites/hansard/Lists/NamesTerms/87207_.000;#87207,,,
87264,Aboriginal Arts Collective of Canada,"


",7;#Organizations,,AboriginalArts Collective of Canada,,,9/21/2016,"Hall, Mary Beth",<div><br /><br />&nbsp;</div>,,9/21/2016,"Hall, Mary Beth",,Aboriginal Arts Collective of Canada,http://passthefeather.org/,,<div></div>,Aboriginal Arts Collective of Canada,,0,sites/hansard/Lists/NamesTerms,sites/hansard/Lists/NamesTerms/87264_.000;#87264,,,
87336,accelerated capital cost allowance (ACCA),federal taxation depreciation rate introduced in 2007,5;#Programs ? Initiatives,,acceleratedcapital cost allowance (ACCA),,,9/22/2016,"Mattison, David",<div>federal taxation depreciation rate introduced in 2007</div>,,9/22/2016,"Mattison, David",,accelerated capital cost allowance (ACCA),http://www.cme-mec.ca/download.php?file=gll1uadr.pdf,,<div></div>,<div>accelerated capital cost allowance (ACCA)</div>,,0,sites/hansard/Lists/NamesTerms,sites/hansard/Lists/NamesTerms/87336_.000;#87336,,,
87487,Abbotsford Community Foundation,exists to enable people to make a meaningful difference in the Abbotsford community,7;#Organizations,,Abbotsford Community Foundation,,,10/4/2016,LASS\MBeninger,<div>exists to enable people to make a meaningful difference in the Abbotsford community</div>,,10/4/2016,LASS\MBeninger,,Abbotsford Community Foundation,http://www.abbotsfordcf.org/,,<div></div>,<div>Abbotsford Community Foundation </div>,,0,sites/hansard/Lists/NamesTerms,sites/hansard/Lists/NamesTerms/87487_.000;#87487,,,
87546,Aboriginal resource centre (ARC),"at the College of New Caledonia
",32;#Organizations:Post-secondary organizations,,Aboriginal resource centre (ARC),,,10/5/2016,LASS\MBeninger,at the College of New Caledonia  <div></div>,,9/12/2017,LASS\MBeninger,,Aboriginal resource centre (ARC),http://www.cnc.bc.ca/Exploring/Services/student_services/arc.htm,,<div></div>,<div>Aboriginal resource centre (ARC) </div>,,0,sites/hansard/Lists/NamesTerms,sites/hansard/Lists/NamesTerms/87546_.000;#87546,,,
87548,"Abney, Jordan","executive director, B.C. Association of Farmers Markets",1;#People,,"Abney, Jordan",,,10/5/2016,LASS\MBeninger,"<div>executive director, B.C. Association of Farmers Markets</div>",,10/5/2016,LASS\MBeninger,,"Abney, Jordan",http://www.bcschoolsports.ca/staff/jordan-abney,,<div></div>,"<div>Abney, Jordan </div>",,0,sites/hansard/Lists/NamesTerms,sites/hansard/Lists/NamesTerms/87548_.000;#87548,,,
87572,Access North initiative,through Spinal Cord Injury B.C.,5;#Programs ? Initiatives,,Access North initiative,,,10/6/2016,LASS\MBeninger,<div>through Spinal Cord Injury B.C.</div>,,10/6/2016,LASS\MBeninger,,Access North initiative,http://sci-bc.ca/?s=%22access+north%22,,<div></div>,<div>Access North initiative </div>,,0,sites/hansard/Lists/NamesTerms,sites/hansard/Lists/NamesTerms/87572_.000;#87572,,,
